"TERMN_ID","TERMN_STATN_NM","SBWL_NM","TERMN_ADDR","TERMN_TLNO","LSAT_CNTR_TLNO","TERMN_FXNO","TERMN_EMADD","TERMN_HMPG_URL","TERMN_TPCD","TRNSO_MEAN_TPCD","TERMN_XCRD","TERMN_YCRD","CITY_CD","ROAD_NM_ADDR","DATA_CONNO","OPERT_TPCD","OCCRR_DTM","CNTCT_BGN_DTM","CNTCT_PRCES_DTM","CNTCT_PRCES_STCD","TRNSA_ID"
3300068,덕소,중앙선,경기도 남양주시 와부읍 덕소리 590-17,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",330289,554166,"1120",경기도 남양주시 와부읍 덕소로 56,48,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300070,덕하,동해남부선,울산광역시 울주군 청량면 상남리 522-3,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",518615,322510,"6000",울산광역시 울주군 청량면 덕하로 269-5,49,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300071,도계,영동선,강원도 삼척시 도계읍 전두리 66,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",492819,514674,"10050",강원도 삼척시 도계읍 도계로 222,50,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300072,도고온천,장항선,충청남도 아산시 도고면 시전리 364-2,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",301040,461493,"3060",충청남도 아산시 도고면 온천대로 304,51,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300073,도라산,경의선,경기도 파주시 장단면 노상리 556,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",286530,589302,"1150",경기도 파주시 장단면 희망로 307,52,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300074,동대구,경부선,대구광역시 동구 신암동 294,"1544-7788","053-940-2222","042-259-2197","",http://www.letskorail.com,"1","3",456942,364591,"4000",대구광역시 동구 동대구로 550,53,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300075,동두천,경원선,경기도 동두천시 동두천동 245-210,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",317117,591976,"1240",경기도 동두천시 평화로 2687,54,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300080,동해,영동선,강원도 동해시 송정동 산24-22,"1544-7788","033-521-7783","042-259-2197","",http://www.letskorail.com,"0","3",499563,544596,"10030",강원도 동해시 동해역길 69,55,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300081,동화,중앙선,강원도 원주시 문막읍 동화리 18,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",387744,526687,"10010",강원도 원주시 문막읍 보통로 221,56,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300082,득량,경전선,전라남도 보성군 득량면 오봉리 909-1,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",324230,240673,"5120",전라남도 보성군 득량면 역전길 28,57,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300083,마산,경전선,경상남도 창원시 마산회원구 합성동 764-3,"1544-7788","055-251-7788","042-259-2197","",http://www.letskorail.com,"0","3",452729,293165,"7090",경상남도 창원시 마산회원구 마산역광장로 18,58,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300085,매곡,중앙선,경기도 양평군 양동면 매월리 1031,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",376358,537190,"1190",,59,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300086,명봉,경전선,전라남도 보성군 노동면 명봉리 242-1,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",315632,248106,"5120",전라남도 보성군 노동면 예재로 384,60,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300087,목포,호남선,전라남도 목포시 호남동 1-1,"1544-7788","061-240-4289","042-259-2197","",http://www.letskorail.com,"0","3",252545,244835,"5030",전라남도 목포시 영산로 98,61,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300088,목행,충북선,충청북도 충주시 목행동 170,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",394159,490608,"11010",충청북도 충주시 목수1길 13-10,62,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300089,몽탄,호남선,전라남도 무안군 몽탄면 사천리 969,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",263450,260057,"5110",전라남도 무안군 몽탄면 몽탄로 869,63,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300090,무안,호남선,전라남도 무안군 몽탄면 사창리 653,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",264760,263685,"5110",전라남도 무안군 몽탄면 우명길 16-32,64,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300091,묵호,영동선,강원도 동해시 발한동 210,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",498078,549966,"10030",강원도 동해시 해안로 520,65,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300093,문산,경의선,경기도 파주시 문산읍 문산리 17-14,"1544-7788","031-952-7788","042-259-2197","",http://www.letskorail.com,"0","3",293495,584253,"1150",경기도 파주시 문산읍 문산역로 94,66,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300094,물금,경부선,경상남도 양산시 물금읍 물금리 372-3,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",489798,301340,"7060",경상남도 양산시 물금읍 황산로 347,67,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300096,밀양,경부선,경상남도 밀양시 가곡동 662-143,"1544-7788","","042-259-2197","",http://www.letskorail.com,"1","3",470185,319733,"7040",경상남도 밀양시 중앙로 62,68,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300097,반성,경전선,경상남도 진주시 일반성면 운천리 890,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",423709,286248,"7070",경상남도 진주시 일반성면 일사로 787,69,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300099,백산,태백선,강원도 태백시 백산동 150-8,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",492019,504592,"10040",강원도 태백시 동태백로 840,70,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300101,백양사,호남선,전라남도 장성군 북이면 사거리 587-1,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",291974,315327,"5170",전라남도 장성군 북이면 백양로 2-14,71,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300102,벌교,경전선,전라남도 보성군 벌교읍 벌교리 890-1,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",340322,249492,"5120",전라남도 보성군 벌교읍 채동선로 228,72,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300103,별어곡,정선선,강원도 정선군 남면 문곡리 127-14,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",465804,518858,"10100",강원도 정선군 남면 칠현로 83,73,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300104,보성,경전선,전라남도 보성군 보성읍 보성리 891-1,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",316132,241357,"5120",전라남도 보성군 보성읍 현충로 90,74,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300105,봉양,중앙선,충청북도 제천시 봉양읍 장평리 760-2,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",411731,503186,"11020",충청북도 제천시 봉양읍 주포로8길 58,75,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300106,봉화,영동선,경상북도 봉화군 봉화읍 해저리 90-1,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",464986,476929,"4130",경상북도 봉화군 봉화읍 봉화로 1072-1,76,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300107,부강,경부선,세종특별자치시 부강면 부강리 401-1,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",343372,436991,"3300",세종특별자치시 부강면 청연로 90,77,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300108,부산,경부선,부산광역시 동구 초량동 1187-1,"1544-7788","051-440-2641","042-259-2197","",http://www.letskorail.com,"1","3",495199,280099,"7000",부산광역시 동구 중앙대로 206,78,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300109,부전,동해남부선,부산광역시 부산진구 부전동 280-76,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",496748,285619,"7000",부산광역시 부산진구 부전로 181,79,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300110,북영천,중앙선,경상북도 영천시 화룡동 764,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",482618,375017,"4090",경상북도 영천시 장수로 135,80,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300111,북천,경전선,경상남도 하동군 북천면 직전리 1477-2,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",389578,279182,"7170",경상남도 하동군 북천면 경서대로 2347,81,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300112,분천,영동선,경상북도 봉화군 소천면 분천리 935-1,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",494482,481754,"4130",경상북도 봉화군 소천면 분천길 49,82,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300113,불국사,동해남부선,경상북도 경주시 구정동 459-2,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",517442,353734,"4020",경상북도 경주시 산업로 3043-8,83,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300114,사곡,경부선,경상북도 구미시 사곡동 495-3,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",432285,388707,"4030",,84,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300116,사북,태백선,강원도 정선군 사북읍 사북리 산150-14,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",472694,514136,"10100",강원도 정선군 사북읍 지장천로 616-28,85,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300117,사상,경부선,부산광역시 사상구 괘법동 429-1,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",490268,285307,"7000",부산광역시 사상구 광장로 108,86,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300118,삼랑진,경부선,경상남도 밀양시 삼랑진읍 송지리 156-193,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",476783,311457,"7040",경상남도 밀양시 삼랑진읍 천태로 72,87,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300119,삼례,전라선,전라북도 완주군 삼례읍 후정리 208-4,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",315913,367548,"9100",전라북도 완주군 삼례읍 삼례역로 85-32,88,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300120,삼탄,충북선,충청북도 충주시 산척면 명서리 510,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",403624,496828,"11010",충청북도 충주시 산척면 삼여울길 108,89,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300121,삽교,장항선,충청남도 예산군 삽교읍 신가리 1-2,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",288621,453967,"3130",충청남도 예산군 삽교읍 삽교역로 101-14,90,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300122,상동,경부선,경상남도 밀양시 상동면 금산리 905-30,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",469167,328723,"7040",경상남도 밀양시 상동면 금산7길 4,91,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300123,상주,경북선,경상북도 상주시 성동동 621,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",414883,423309,"4060",경상북도 상주시 남문1길 24,92,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300125,서경주,중앙선,경상북도 경주시 현곡면 금장리 466-1,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",508672,363868,"4020",경상북도 경주시 현곡면 용담로 198-5,93,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300126,서광주,경전선,광주광역시 서구 매월동 173-9,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",295120,281327,"5000",광주광역시 서구 풍서좌로 203,94,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300127,서대전,호남선,대전광역시 중구 오류동 74,"1544-7788","042-534-9357","042-259-2197","",http://www.letskorail.com,"1","3",346655,413714,"3000",대전광역시 중구 오류로 23,95,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300128,서울,경부선,서울특별시 용산구 동자동 43-205,"1544-7788","02-755-7108","042-259-2197","",http://www.letskorail.com,"1","3",309249,550751,"1000",서울특별시 용산구 한강대로 405,96,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300129,서정리,경부선,경기도 평택시 서정동 427-1,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",315999,495465,"1220",경기도 평택시 탄현로 51,97,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300130,서천,장항선,충청남도 서천군 서천읍 화금리 277,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",283844,387645,"3110",충청남도 서천군 서천읍 서천역길 57,98,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300131,석불,중앙선,경기도 양평군 지평면 망미리 1319-2,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",369659,539843,"1190",,99,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300132,석포,영동선,경상북도 봉화군 석포면 석포리 590,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",494583,494268,"4130",경상북도 봉화군 석포면 석포로 134,100,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300134,선평,정선선,강원도 정선군 남면 낙동리 174-4,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",463357,524668,"10100",강원도 정선군 남면 선평길 7,101,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300135,성북,경원선,서울특별시 노원구 월계동 85,"1544-7788","02-917-7445","042-259-2197","",http://www.letskorail.com,"0","3",317341,558436,"1000",서울특별시 노원구 석계로 98-2,102,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300136,성환,경부선,충청남도 천안시 서북구 성환읍 성환리 449-128,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",322404,479827,"3070",충청남도 천안시 서북구 성환읍 성환1로 237-5,103,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300137,소요산,경원선,경기도 동두천시 상봉암동 126-3,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",317681,594348,"1240",경기도 동두천시 평화로 2925,104,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300138,소정리,경부선,세종특별자치시 소정면 소정리 196-1,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",324796,457799,"3300",세종특별자치시 소정면 소정구길 159,105,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300140,광주송정,호남선,광주광역시 광산구 송정동 1003-1,"1544-7788","062-601-3289","042-259-2197","",http://www.letskorail.com,"0","3",289943,282758,"5000",광주광역시 광산구 상무대로 201,106,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300143,수원,경부선,경기도 수원시 팔달구 매산로1가 18,"1544-7788","031-253-2724","042-259-2197","",http://www.letskorail.com,"0","3",311521,518663,"1100",경기도 수원시 팔달구 덕영대로 924,107,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300144,순천,전라선,전라남도 순천시 덕암동 188-100,"1544-7788","061-744-3173","042-259-2197","",http://www.letskorail.com,"0","3",354823,260915,"5040",전라남도 순천시 팔마로 135,108,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300145,승부,영동선,경상북도 봉화군 석포면 승부리 산105-1,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",496666,488564,"4130",경상북도 봉화군 석포면 승부길 1162-5,109,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300146,신기,영동선,강원도 삼척시 신기면 신기리 163,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",496325,527658,"10050",강원도 삼척시 신기면 신기역길 89,110,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300147,신녕,중앙선,경상북도 영천시 신녕면 완전리 587,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",471491,381819,"4090",경상북도 영천시 신녕면 장수로 1587,111,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300148,신동,경부선,경상북도 칠곡군 지천면 신리 506,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",444043,372957,"4230",경상북도 칠곡군 지천면 신동로7길 37,112,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300149,신례원,장항선,충청남도 예산군 예산읍 신례원리 612,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",297452,459056,"3130",충청남도 예산군 예산읍 신례원로212번길 19-12,113,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300150,신리,전라선,전라북도 완주군 상관면 신리 509-5,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",328592,352672,"9100",전라북도 완주군 상관면 신리로 104,114,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300151,신림,중앙선,강원도 원주시 신림면 용암리 591,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",408306,512873,"10010",강원도 원주시 신림면 정암길 12,115,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300152,신망리,경원선,경기도 연천군 연천읍 상리 131-1,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",319393,614811,"1200",경기도 연천군 연천읍 연신로483번길 1,116,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300153,신창원,진해선,경상남도 창원시 의창구 차용동 70-1,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",458450,292904,"7090",경상남도 창원시 의창구 차상로150번길 76,117,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300155,신탄리,경원선,경기도 연천군 신서면 대광리 169-2,"1544-7788","031-834-8887","042-259-2197","",http://www.letskorail.com,"0","3",324794,623659,"1200",경기도 연천군 신서면 고대산길 4,118,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300156,신탄진,경부선,대전광역시 대덕구 신탄진동 146,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",348917,427841,"3000",대전광역시 대덕구 신탄진로 807,119,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300157,신태인,호남선,전라북도 정읍시 신태인읍 신태인리 132-180,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",299227,343716,"9050",전라북도 정읍시 신태인읍 정신로 1163,120,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300158,심천,경부선,충청북도 영동군 심천면 심천리 318-43,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",375054,404167,"11050",충청북도 영동군 심천면 심천로5길 5-1,121,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300159,쌍룡,태백선,강원도 영월군 한반도면 쌍용리 501,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",429366,508155,"10090",강원도 영월군 한반도면 용정원길 9,122,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300160,아산,장항선,충청남도 아산시 배방읍 장재리 268,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",320295,466147,"3060",충청남도 아산시 배방읍 희망로 90,123,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300161,아우라지,정선선,강원도 정선군 여량면 여량리 212-6,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",464061,541437,"10100",강원도 정선군 여량면 여량6길 17,124,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300162,아포,경부선,경상북도 김천시 아포읍 국사리 31-1,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",423358,395390,"4040",경상북도 김천시 아포읍 국사길 140-19,125,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300163,안강,동해남부선,경상북도 경주시 안강읍 안강리 433-1,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",511190,377277,"4020",경상북도 경주시 안강읍 비화원로 15-1,126,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300164,안동,중앙선,경상북도 안동시 운흥동 178-3,"1544-7788","054-856-7788","042-259-2197","",http://www.letskorail.com,"0","3",465800,440453,"4070",경상북도 안동시 경동로 684,127,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300165,안양,경부선,경기도 안양시 만안구 안양동 88-1,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",304756,533953,"1030",경기도 안양시 만안구 만안로 232,128,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300166,약목,경부선,경상북도 칠곡군 약목면 복성리 147-1,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",433007,381958,"4230",경상북도 칠곡군 약목면 칠곡대로 635,129,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300167,양동,중앙선,경기도 양평군 양동면 쌍학리 223-2,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",378469,535386,"1190",경기도 양평군 양동면 양동역길 19,130,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300168,양보,경전선,경상남도 하동군 양보면 우복리 816-1,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",385949,276779,"7170",경상남도 하동군 양보면 하성길 11,131,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300169,양원,영동선,경상북도 봉화군 소천면 분천리 113-2,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",497358,485191,"4130",,132,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300170,양평,중앙선,경기도 양평군 양평읍 양근리 130-37,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",355270,543560,"1190",경기도 양평군 양평읍 역전길 30,133,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300171,여수EXPO,전라선,전라남도 여수시 덕충동 61-7,"1544-7788","061-663-7788","042-259-2197","",http://www.letskorail.com,"0","3",377212,239451,"5050",전라남도 여수시 망양로 2,134,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300172,여천,전라선,전라남도 여수시 여천동 903-19,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",369463,242374,"5050",전라남도 여수시 시청로 200,135,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300174,연산,호남선,충청남도 논산시 연산면 청동리 127-74,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",328338,401608,"3030",충청남도 논산시 연산면 선비로275번길 31-2,136,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300175,연천,경원선,경기도 연천군 연천읍 차탄리 34-33,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",318973,611381,"1200",경기도 연천군 연천읍 연천로 273-7,137,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300176,영동,경부선,충청북도 영동군 영동읍 계산리 205-1,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",380964,396873,"11050",충청북도 영동군 영동읍 계산로 87,138,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300177,영등포,경부선,서울특별시 영등포구 영등포동 618-496,"1544-7788","02-2639-3310","042-259-2197","",http://www.letskorail.com,"0","3",303641,546485,"1000",서울특별시 영등포구 경인로 102길 13,139,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300178,영월,태백선,강원도 영월군 영월읍 덕포리 507,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",442881,509070,"10090",강원도 영월군 영월읍 영월로 2106,140,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300179,영주,중앙선,경상북도 영주시 휴천동 257,"1544-7788","054-633-7788","042-259-2197","",http://www.letskorail.com,"0","3",455955,467935,"4080",경상북도 영주시 선비로 64,141,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300180,영천,중앙선,경상북도 영천시 완산동 891,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",484921,373675,"4090",경상북도 영천시 금완로 98,142,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300181,예당,경전선,전라남도 보성군 득량면 예당리 2-2,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",327187,242552,"5120",전라남도 보성군 득량면 예당역전길 19,143,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300182,예미,태백선,강원도 정선군 신동읍 예미리 200-1,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",457725,512486,"10100",강원도 정선군 신동읍 함백로 55,144,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300183,예산,장항선,충청남도 예산군 예산읍 산성리 358-8,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",295534,454593,"3130",충청남도 예산군 예산읍 역전로 83,145,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300184,예천,경북선,경상북도 예천군 예천읍 서본리 212-7,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",439924,449725,"4170",경상북도 예천군 예천읍 역전길 4,146,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300185,오근장,충북선,충청북도 청주시 청원구 외남동 241-1,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",353601,455568,"11000",충청북도 청주시 청원구 토성로 443,147,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300186,오산,경부선,경기도 오산시 오산동 603-116,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",317324,505305,"1210",경기도 오산시 역광장로 59,148,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300187,오수,전라선,전라북도 임실군 오수면 대명리 565-1,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",338588,327260,"9110",전라북도 임실군 오수면 충효로 1967-19,149,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
3300189,옥산,경북선,경상북도 상주시 공성면 산현리 846-1,"1544-7788","","042-259-2197","",http://www.letskorail.com,"0","3",408674,409151,"4060",경상북도 상주시 공성면 산현1길 28,150,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
